index,0,1
pressao_r1,1022,1018
pressao_r2,1021,1020
pressao_r3,1019,1015
pressao_r4,1019,1009
pressao_r5,1019,1018
pressao_r6,1019,1017
pressao_r7,1026,1022
temp_r1,20,15
temp_r2,18,14
temp_r3,19,16
temp_r4,21,19
temp_r5,20,15
temp_r6,17,14
temp_r7,14,12
umidade_r1,72,77
umidade_r2,72,88
umidade_r3,72,94
umidade_r4,72,76
umidade_r5,78,75
umidade_r6,87,83
umidade_r7,77,74
ventodir_r1,22,14
ventodir_r2,20,14
ventodir_r3,20,12
ventodir_r4,27,27
ventodir_r5,27,23
ventodir_r6,18,26
ventodir_r7,19,27
ventovel_r1,5,6
ventovel_r2,5,5
ventovel_r3,5,6
ventovel_r4,5,11
ventovel_r5,6,8
ventovel_r6,6,6
ventovel_r7,5,7
prec_r1,0,0
prec_r2,0,3
prec_r3,0,3
prec_r4,0,2
prec_r5,0,0
prec_r6,6,0
prec_r7,0,0
tmin_r1,16,12
tmin_r2,14,13
tmin_r3,15,15
tmin_r4,17,18
tmin_r5,16,13
tmin_r6,16,12
tmin_r7,12,9
tmax_r1,26,17
tmax_r2,23,15
tmax_r3,27,18
tmax_r4,27,21
tmax_r5,26,16
tmax_r6,19,17
tmax_r7,17,14
urmin_r1,47,58
urmin_r2,53,75
urmin_r3,47,94
urmin_r4,51,71
urmin_r5,56,70
urmin_r6,80,66
urmin_r7,53,67
urmax_r1,86,88
urmax_r2,89,96
urmax_r3,87,96
urmax_r4,84,80
urmax_r5,90,82
urmax_r6,94,96
urmax_r7,91,86
amplitude_t_r1,10,5
amplitude_t_r2,9,2
amplitude_t_r3,11,3
amplitude_t_r4,10,2
amplitude_t_r5,9,2
amplitude_t_r6,3,5
amplitude_t_r7,5,4
wind_chill_r1,69,56
wind_chill_r2,65,55
wind_chill_r3,67,60
wind_chill_r4,70,65
wind_chill_r5,68,56
wind_chill_r6,62,55
wind_chill_r7,55,49
heat_index_r1,72,75
heat_index_r2,73,69
heat_index_r3,73,60
heat_index_r4,73,71
heat_index_r5,70,76
heat_index_r6,65,72
heat_index_r7,76,85
indice_amplitude_up_r1,110,25
indice_amplitude_up_r2,88,4
indice_amplitude_up_r3,134,9
indice_amplitude_up_r4,100,8
indice_amplitude_up_r5,90,7
indice_amplitude_up_r6,11,27
indice_amplitude_up_r7,26,23
indice_amplitude_down_r1,0,0
