index,0,1
pressao_r1,1017,1016
pressao_r2,1014,1010
pressao_r3,1021,1020
pressao_r4,1018,1016
pressao_r5,1013,1014
pressao_r6,1021,1015
pressao_r7,1019,1021
temp_r1,18,12
temp_r2,16,17
temp_r3,17,13
temp_r4,21,16
temp_r5,19,22
temp_r6,18,14
temp_r7,21,12
umidade_r1,72,91
umidade_r2,77,91
umidade_r3,76,80
umidade_r4,67,79
umidade_r5,73,74
umidade_r6,65,94
umidade_r7,56,83
ventodir_r1,7,22
ventodir_r2,24,12
ventodir_r3,18,24
ventodir_r4,12,25
ventodir_r5,10,10
ventodir_r6,16,8
ventodir_r7,10,21
ventovel_r1,5,4
ventovel_r2,11,9
ventovel_r3,9,5
ventovel_r4,7,4
ventovel_r5,12,2
ventovel_r6,5,4
ventovel_r7,7,5
prec_r1,0,16
prec_r2,7,13
prec_r3,0,0
prec_r4,0,0
prec_r5,0,0
prec_r6,0,1
prec_r7,0,0
tmin_r1,16,11
tmin_r2,13,16
tmin_r3,15,8
tmin_r4,18,10
tmin_r5,17,16
tmin_r6,15,13
tmin_r7,16,10
tmax_r1,20,12
tmax_r2,18,19
tmax_r3,20,19
tmax_r4,26,24
tmax_r5,21,30
tmax_r6,22,16
tmax_r7,27,16
urmin_r1,66,83
urmin_r2,48,86
urmin_r3,59,51
urmin_r4,56,54
urmin_r5,64,43
urmin_r6,47,91
urmin_r7,45,63
urmax_r1,77,96
urmax_r2,93,96
urmax_r3,86,98
urmax_r4,77,95
urmax_r5,78,94
urmax_r6,80,98
urmax_r7,66,98
amplitude_t_r1,4,1
amplitude_t_r2,4,2
amplitude_t_r3,5,11
amplitude_t_r4,7,14
amplitude_t_r5,3,13
amplitude_t_r6,7,2
amplitude_t_r7,10,5
wind_chill_r1,63,50
wind_chill_r2,57,62
wind_chill_r3,60,52
wind_chill_r4,71,59
wind_chill_r5,64,74
wind_chill_r6,64,56
wind_chill_r7,70,51
heat_index_r1,74,72
heat_index_r2,73,63
heat_index_r3,72,79
heat_index_r4,74,72
heat_index_r5,72,73
heat_index_r6,75,62
heat_index_r7,76,77
indice_amplitude_up_r1,16,1
indice_amplitude_up_r2,17,6
indice_amplitude_up_r3,27,121
indice_amplitude_up_r4,60,198
indice_amplitude_up_r5,12,193
indice_amplitude_up_r6,56,6
indice_amplitude_up_r7,104,33
indice_amplitude_down_r1,0,0
indice_amplitude_down_r2,0,0
indice_amplitude_down_r3,0,0
indice_amplitude_down_r4,0,0
